transaction_id,serial_number,registry,project_type,vintage_year,quantity,unit,gas_type,status,retirement_date,claimed_by,claim_year,claim_id
T000156,VCS-04906-2025-00000074,Verra,Improved Forest Management,2025,4530.48,tCO2e,CO2,retired,2025-11-02,Northwind Foods Inc.,2025,CLAIM-2025-9443
T000157,PURO-04963-2022-00000033,Puro.earth,Biochar,2022,1796.44,tCO2e,CO2,retired,2026-10-20,Solace Apparel Holdings,2026,CLAIM-2026-4068
T000158,GS-02402-2019-00000030,Gold Standard,Direct Air Capture,2019,2377.17,tCO2e,CO2,retired,2023-11-22,Solace Apparel Holdings,2023,CLAIM-2023-7116
T000159,PURO-05155-2023-00000034,Puro.earth,Biochar,2023,3678.06,tCO2e,CO2,retired,2023-11-18,Aria Logistics Group,2023,CLAIM-2023-6447
T000160,VCS-03185-2023-00000075,Verra,REDD+ (VM0048),2023,3439.18,tCO2e,CO2,retired,2024-12-22,Tidewater Shipping Corp.,2024,CLAIM-2024-3986
T000161,VCS-03209-2018-00000076,Verra,REDD+ (VM0048),2018,3965.99,tCO2e,CO2,retired,2025-01-22,Halsey Industrial Partners,2025,CLAIM-2025-6080
T000162,VCS-09444-2025-00000077,Verra,Improved Forest Management,2025,3252.16,tCO2e,CO2,retired,2026-05-27,Halsey Industrial Partners,2026,CLAIM-2026-1783
T000163,VCS-06438-2023-00000078,Verra,Landfill Methane Capture,2023,3729.37,tCO2e,CH4,retired,2026-07-17,Halsey Industrial Partners,2026,CLAIM-2026-4060
T000164,PURO-09129-2023-00000035,Puro.earth,Biochar,2023,3649.05,tCO2e,CO2,retired,2025-02-10,Solace Apparel Holdings,2025,CLAIM-2025-3956
T000165,ACR-09937-2019-00000014,ACR,Landfill Methane Capture,2019,1513.42,tCO2e,CO2,retired,2023-08-17,Solace Apparel Holdings,2023,CLAIM-2023-3730
T000166,ACR-08272-2018-00000015,ACR,Landfill Methane Capture,2018,2202.96,tCO2e,CO2,retired,2025-11-24,Northwind Foods Inc.,2025,CLAIM-2025-2229
T000167,CAR-07655-2020-00000010,CAR,Landfill Methane Capture,2020,3057.49,tCO2e,CO2,retired,2023-08-13,Northwind Foods Inc.,2023,CLAIM-2023-3068
T000168,VCS-02101-2023-00000079,Verra,Afforestation/Reforestation (VM0047),2023,210.31,tCO2e,CH4,retired,2026-03-20,Tidewater Shipping Corp.,2026,CLAIM-2026-7077
T000169,ACR-07095-2020-00000016,ACR,Improved Forest Management,2020,3265.33,tCO2e,CO2,retired,2025-05-08,Aria Logistics Group,2025,CLAIM-2025-1424
T000170,VCS-04048-2024-00000080,Verra,Improved Forest Management,2024,3886.07,tCO2e,CO2,retired,2026-12-27,Tidewater Shipping Corp.,2026,CLAIM-2026-4515
T000171,PURO-05678-2021-00000036,Puro.earth,Biochar,2021,416.56,tCO2e,CO2,retired,2023-03-30,Tidewater Shipping Corp.,2023,CLAIM-2023-2438
T000172,PURO-06236-2019-00000037,Puro.earth,Biochar,2019,4264.24,tCO2e,CH4,retired,2025-12-31,Brightline Materials Co.,2025,CLAIM-2025-6922
T000173,VCS-09335-2021-00000081,Verra,Afforestation/Reforestation (VM0047),2021,2495.41,tCO2e,CO2,retired,2024-07-03,Halsey Industrial Partners,2024,CLAIM-2024-8657
T000174,PURO-03126-2019-00000038,Puro.earth,Direct Air Capture,2019,3598.82,tCO2e,CO2,retired,2025-09-03,Solace Apparel Holdings,2025,CLAIM-2025-7708
T000175,VCS-02208-2019-00000082,Verra,Afforestation/Reforestation (VM0047),2019,2610.93,tCO2e,CO2,retired,2026-03-07,Brightline Materials Co.,2026,CLAIM-2026-3114
T000176,PURO-08088-2019-00000039,Puro.earth,Direct Air Capture,2019,851.74,tCO2e,CO2,retired,2024-12-29,Cobalt Ridge Manufacturing,2024,CLAIM-2024-6669
T000177,VCS-09501-2022-00000083,Verra,Landfill Methane Capture,2022,2776.67,tCO2e,CO2,retired,2024-03-05,Verdant Grain Cooperative,2024,CLAIM-2024-9740
T000178,PURO-02530-2020-00000040,Puro.earth,Direct Air Capture,2020,3617.13,tCO2e,CO2,retired,2024-11-05,Halsey Industrial Partners,2024,CLAIM-2024-1674
T000179,VCS-01464-2022-00000084,Verra,REDD+ (VM0048),2022,2112.1,tCO2e,CO2,retired,2024-11-23,Northwind Foods Inc.,2024,CLAIM-2024-9159
T000180,CAR-09938-2022-00000011,CAR,Landfill Methane Capture,2022,4046.38,tCO2e,CO2,retired,2026-07-27,Verdant Grain Cooperative,2026,CLAIM-2026-8430
T000181,PURO-02195-2020-00000041,Puro.earth,Biochar,2020,2348.99,tCO2e,CO2,retired,2026-06-24,Brightline Materials Co.,2026,CLAIM-2026-6121
T000182,PURO-06231-2024-00000042,Puro.earth,Biochar,2024,2599.15,tCO2e,CO2,retired,2024-02-24,Halsey Industrial Partners,2024,CLAIM-2024-4960
T000183,VCS-08642-2025-00000085,Verra,REDD+ (VM0048),2025,300.5,tCO2e,CO2,retired,2025-07-16,Solace Apparel Holdings,2025,CLAIM-2025-5067
T000184,VCS-03616-2023-00000086,Verra,Cookstove Distribution,2023,2516.41,tCO2e,CO2,retired,2024-09-20,Tidewater Shipping Corp.,2024,CLAIM-2024-9171
T000185,ACR-06055-2019-00000017,ACR,Improved Forest Management,2019,4835.1,tCO2e,CO2,retired,2026-04-21,Halsey Industrial Partners,2026,CLAIM-2026-1797
T000186,ACR-01828-2025-00000018,ACR,Landfill Methane Capture,2025,4243.5,tCO2e,CO2,retired,2026-08-09,Brightline Materials Co.,2026,CLAIM-2026-5333
T000187,VCS-06992-2023-00000087,Verra,Cookstove Distribution,2023,2872.89,tCO2e,CO2,retired,2023-04-10,Halsey Industrial Partners,2023,CLAIM-2023-5728
T000188,VCS-02204-2025-00000088,Verra,Improved Forest Management,2025,3135.05,tCO2e,CO2,retired,2026-11-09,Aria Logistics Group,2026,CLAIM-2026-3108
T000189,CAR-02584-2023-00000012,CAR,Improved Forest Management,2023,1035.34,tCO2e,CO2,retired,2025-09-18,Solace Apparel Holdings,2025,CLAIM-2025-9193
T000190,VCS-01659-2020-00000089,Verra,REDD+ (VM0048),2020,2620.7,tCO2e,CO2,retired,2025-03-18,Brightline Materials Co.,2025,CLAIM-2025-6373
T000191,VCS-06218-2022-00000090,Verra,Afforestation/Reforestation (VM0047),2022,2573.08,tCO2e,CO2,retired,2025-09-08,Verdant Grain Cooperative,2025,CLAIM-2025-8780
T000192,ACR-01272-2019-00000019,ACR,Landfill Methane Capture,2019,3993.94,tCO2e,CO2,retired,2026-12-19,Northwind Foods Inc.,2026,CLAIM-2026-8775
T000193,PURO-05350-2018-00000043,Puro.earth,Biochar,2018,3163.67,tCO2e,CO2,retired,2026-11-14,Solace Apparel Holdings,2026,CLAIM-2026-3421
T000194,VCS-04968-2021-00000091,Verra,REDD+ (VM0048),2021,2122.96,tCO2e,CO2,retired,2023-07-31,Cobalt Ridge Manufacturing,2023,CLAIM-2023-7723
T000195,VCS-09221-2018-00000092,Verra,Cookstove Distribution,2018,2826.39,tCO2e,CO2,retired,2024-12-05,Tidewater Shipping Corp.,2024,CLAIM-2024-9609
T000196,VCS-07173-2025-00000093,Verra,Landfill Methane Capture,2025,3395.55,tCO2e,CO2,retired,2026-12-15,Verdant Grain Cooperative,2026,CLAIM-2026-8932
T000197,VCS-04150-2022-00000094,Verra,Afforestation/Reforestation (VM0047),2022,4912.19,tCO2e,CH4,retired,2024-05-27,Cobalt Ridge Manufacturing,2024,CLAIM-2024-9011
T000198,CAR-06194-2022-00000013,CAR,Improved Forest Management,2022,3399.28,tCO2e,CO2,retired,2025-07-14,Solace Apparel Holdings,2025,CLAIM-2025-6654
T000199,VCS-03399-2022-00000095,Verra,Landfill Methane Capture,2022,2239.76,tCO2e,CO2,retired,2023-05-12,Tidewater Shipping Corp.,2023,CLAIM-2023-4505
T000200,VCS-04310-2022-00000096,Verra,Cookstove Distribution,2022,3717.41,tCO2e,CO2,retired,2024-05-02,Cobalt Ridge Manufacturing,2024,CLAIM-2024-1831
T000201,VCS-09700-2018-00000097,Verra,Afforestation/Reforestation (VM0047),2018,3600.92,tCO2e,CO2,retired,2023-02-21,Brightline Materials Co.,2023,CLAIM-2023-1084
T000202,VCS-03587-2025-00000098,Verra,Improved Forest Management,2025,3791.76,tCO2e,CO2,retired,2026-05-28,Halsey Industrial Partners,2026,CLAIM-2026-5676
T000203,GS-01969-2021-00000031,Gold Standard,Cookstove Distribution,2021,916.57,tCO2e,CH4,retired,2023-04-01,Northwind Foods Inc.,2023,CLAIM-2023-7504
T000204,VCS-09116-2018-00000099,Verra,Afforestation/Reforestation (VM0047),2018,3033.78,tCO2e,CO2,retired,2023-06-21,Verdant Grain Cooperative,2023,CLAIM-2023-8444
T000205,GS-09901-2020-00000032,Gold Standard,Direct Air Capture,2020,4053.63,tCO2e,CO2,retired,2026-06-19,Brightline Materials Co.,2026,CLAIM-2026-8518
T000206,PURO-05215-2018-00000044,Puro.earth,Biochar,2018,2860.52,tCO2e,CO2,retired,2025-04-09,Brightline Materials Co.,2025,CLAIM-2025-7643
T000207,GS-08007-2019-00000033,Gold Standard,Direct Air Capture,2019,964.67,tCO2e,CO2,retired,2026-03-13,Tidewater Shipping Corp.,2026,CLAIM-2026-6301
T000208,VCS-05064-2024-00000100,Verra,REDD+ (VM0048),2024,1371.62,tCO2e,CO2,retired,2024-06-17,Verdant Grain Cooperative,2024,CLAIM-2024-1187
T000209,PURO-05285-2021-00000045,Puro.earth,Biochar,2021,2353.71,tCO2e,CO2,retired,2023-03-23,Solace Apparel Holdings,2023,CLAIM-2023-9233
T000210,PURO-06095-2022-00000046,Puro.earth,Biochar,2022,1134.69,tCO2e,CO2,retired,2025-03-10,Tidewater Shipping Corp.,2025,CLAIM-2025-3509
T000211,PURO-08454-2024-00000047,Puro.earth,Biochar,2024,2380.6,tCO2e,CO2,retired,2026-10-03,Cobalt Ridge Manufacturing,2026,CLAIM-2026-5054
T000212,GS-02341-2023-00000034,Gold Standard,Direct Air Capture,2023,605.43,tCO2e,CH4,retired,2023-10-08,Cobalt Ridge Manufacturing,2023,CLAIM-2023-9792
T000213,VCS-03455-2025-00000101,Verra,Afforestation/Reforestation (VM0047),2025,3598.74,tCO2e,CO2,retired,2025-09-08,Aria Logistics Group,2025,CLAIM-2025-9361
T000214,GS-08298-2025-00000035,Gold Standard,Cookstove Distribution,2025,2311.15,tCO2e,CO2,retired,2025-01-30,Tidewater Shipping Corp.,2025,CLAIM-2025-6049
T000215,CAR-01356-2018-00000014,CAR,Improved Forest Management,2018,274.18,tCO2e,CO2,retired,2024-06-25,Aria Logistics Group,2024,CLAIM-2024-9866
T000216,VCS-01987-2018-00000102,Verra,REDD+ (VM0048),2018,3856.41,tCO2e,CO2,retired,2025-11-25,Solace Apparel Holdings,2025,CLAIM-2025-7135
T000217,CAR-07266-2024-00000015,CAR,Improved Forest Management,2024,3325.87,tCO2e,CO2,retired,2024-10-03,Brightline Materials Co.,2024,CLAIM-2024-6697
T000218,VCS-02943-2020-00000103,Verra,Afforestation/Reforestation (VM0047),2020,3793.09,tCO2e,CO2,retired,2024-06-01,Tidewater Shipping Corp.,2024,CLAIM-2024-9920
T000219,GS-07948-2021-00000036,Gold Standard,Direct Air Capture,2021,817.85,tCO2e,CO2,retired,2024-04-06,Aria Logistics Group,2024,CLAIM-2024-1527
T900001,GS-01771-2020-00000004,Gold Standard,Cookstove Distribution,2020,2139.69,tCO2e,CO2,retired,2024-02-02,Tidewater Shipping Corp.,2024,CLAIM-2024-7868
T900002,GS-01659-2025-00000018,Gold Standard,Cookstove Distribution,2025,948.37,tCO2e,CH4,retired,2027-02-24,Solace Apparel Holdings,2026,CLAIM-2026-1256
